match_id,round,group_sign,home_team_name,away_team_name,home_score,away_score,attendance,start_datetime,home_ballPossession,home_expectedGoals,home_totalShotsOnGoal,home_shotsOnGoal,home_bigChanceCreated,home_bigChanceScored,home_cornerKicks,home_fouls,home_yellowCards,home_redCards,home_passes,home_accuratePasses,home_totalTackle,home_interceptionWon,home_ballRecovery,home_totalClearance,home_goalkeeperSaves,home_goalsPrevented,home_duelWonPercent,home_dribblesPercentage,home_touchesInOppBox,home_accurateCross,home_accurateLongBalls,home_wonTacklePercent,away_ballPossession,away_expectedGoals,away_totalShotsOnGoal,away_shotsOnGoal,away_bigChanceCreated,away_bigChanceScored,away_cornerKicks,away_fouls,away_yellowCards,away_redCards,away_passes,away_accuratePasses,away_totalTackle,away_interceptionWon,away_ballRecovery,away_totalClearance,away_goalkeeperSaves,away_goalsPrevented,away_duelWonPercent,away_dribblesPercentage,away_touchesInOppBox,away_accurateCross,away_accurateLongBalls,away_wonTacklePercent,diff_ballPossession,diff_expectedGoals,diff_totalShotsOnGoal,diff_shotsOnGoal,diff_bigChanceCreated,diff_bigChanceScored,diff_cornerKicks,diff_fouls,diff_yellowCards,diff_redCards,diff_passes,diff_accuratePasses,diff_totalTackle,diff_interceptionWon,diff_ballRecovery,diff_totalClearance,diff_goalkeeperSaves,diff_goalsPrevented,diff_duelWonPercent,diff_dribblesPercentage,diff_touchesInOppBox,diff_accurateCross,diff_accurateLongBalls,diff_wonTacklePercent,home_win,draw,away_win,result_1x2,over_2_5,btts,total_goals,goal_difference
15186906,2,E,Ecuador,Curaçao,0,0,68598,2026-06-21T00:00:00,75,2.84,27,15,6.0,,9,7,1.0,,644,581,19,7,56,17,3,0.8786,50,8,43,11,14,11,25,0.5,10,3,0.0,,0,10,5.0,,227,159,17,8,57,32,15,2.2732,50,9,12,1,15,7,50,2.34,17,12,6.0,,9,-3,-4.0,,417,422,2,-1,-1,-15,-12,-1.3946,0,-1,31,10,-1,4,0,1,0,D,False,False,0,0
15186963,2,F,Tunisia,Japan,0,4,51243,2026-06-21T04:00:00,38,0.05,2,0,0.0,0.0,3,8,,,354,284,18,14,38,23,1,-1.2652,47,2,8,2,16,16,62,2.13,11,5,4.0,2.0,5,15,,,583,521,18,7,35,25,0,0.0,53,4,17,2,18,12,-24,-2.08,-9,-5,-4.0,-2.0,-2,-7,,,-229,-237,0,7,3,-2,1,-1.2652,-6,-2,-9,0,-2,4,0,0,1,A,True,False,4,-4
15186840,2,H,Spain,Saudi Arabia,4,0,68239,2026-06-21T16:00:00,67,2.3,22,8,5.0,3.0,6,10,0.0,,726,668,10,13,55,17,1,0.0964,44,7,37,7,28,8,33,0.14,3,1,0.0,0.0,1,2,2.0,,364,294,15,13,37,35,5,-0.5481,56,8,2,0,14,12,34,2.1599999999999997,19,7,5.0,3.0,5,8,-2.0,,362,374,-5,0,18,-18,-4,0.6445000000000001,-12,-1,35,7,14,-4,1,0,0,H,True,False,4,4
15186499,2,G,Belgium,Iran,0,0,70317,2026-06-21T19:00:00,70,1.79,23,7,1.0,,4,7,1.0,1.0,621,533,12,3,63,11,3,0.8693,55,14,42,6,12,7,30,0.62,7,3,1.0,,2,9,1.0,0.0,270,198,19,12,52,51,7,1.489,45,2,15,2,18,11,40,1.17,16,4,0.0,,2,-2,0.0,1.0,351,335,-7,-9,11,-40,-4,-0.6197000000000001,10,12,27,4,-6,-4,0,1,0,D,False,False,0,0
15186800,2,H,Uruguay,Cabo Verde,2,2,64003,2026-06-21T22:00:00,65,2.32,17,2,2.0,2.0,11,11,2.0,,511,420,16,7,44,11,2,-0.741,46,7,34,4,23,8,35,0.88,12,4,1.0,1.0,4,4,2.0,,278,205,16,13,43,48,0,-0.3494,54,12,10,2,18,15,30,1.44,5,-2,1.0,1.0,7,7,0.0,,233,215,0,-6,1,-37,2,-0.3916,-8,-5,24,2,5,-7,0,1,0,D,True,True,4,0
15186827,2,G,New Zealand,Egypt,1,3,52497,2026-06-22T01:00:00,44,1.24,11,5,3.0,1.0,4,14,2.0,,421,337,12,4,55,22,4,-0.4503,44,7,17,3,20,6,56,1.87,19,7,3.0,1.0,3,8,1.0,,526,460,16,6,56,37,4,0.6235,56,7,36,7,22,13,-12,-0.6300000000000001,-8,-2,0.0,0.0,1,6,1.0,,-105,-123,-4,-2,-1,-15,0,-1.0738,-12,0,-19,-4,-2,-7,0,0,1,A,True,True,4,-2
15186502,2,J,Argentina,Austria,2,0,70649,2026-06-22T17:00:00,54,2.36,12,5,3.0,,1,13,2.0,,554,494,21,8,42,35,1,0.0489,52,6,19,1,12,11,46,0.53,6,1,1.0,,3,13,2.0,,468,401,12,9,27,15,2,-0.4881,48,6,18,3,11,7,8,1.8299999999999998,6,4,2.0,,-2,0,0.0,,86,93,9,-1,15,20,-1,0.5369999999999999,4,0,1,-2,1,4,1,0,0,H,False,False,2,2
15186769,2,I,France,Iraq,3,0,68324,2026-06-22T21:00:00,56,2.67,19,5,5.0,2.0,4,8,0.0,,603,540,14,5,53,9,0,0.0,51,12,41,2,17,9,44,0.63,4,0,1.0,0.0,2,4,1.0,,481,413,16,10,44,28,2,-0.7237,49,6,7,4,21,8,12,2.04,15,5,4.0,2.0,2,4,-1.0,,122,127,-2,-5,9,-19,-2,0.7237,2,6,34,-2,-4,1,1,0,0,H,True,False,3,3
15186770,2,I,Norway,Senegal,3,2,80663,2026-06-23T00:00:00,42,2.2,13,7,5.0,2.0,5,13,,,353,282,10,8,44,26,2,-0.6466,40,5,24,3,25,9,58,1.72,16,4,3.0,2.0,4,5,,,489,430,16,10,42,18,3,-1.049,60,11,26,8,37,7,-16,0.4800000000000002,-3,3,2.0,0.0,1,8,,,-136,-148,-6,-2,2,8,-1,0.4024,-20,-6,-2,-5,-12,2,1,0,0,H,True,True,5,1
15186740,2,J,Jordan,Algeria,1,2,68371,2026-06-23T03:00:00,28,0.63,8,4,1.0,0.0,1,11,1.0,,251,181,30,3,56,36,6,0.0972,48,7,13,2,23,17,72,1.89,17,8,3.0,1.0,10,6,1.0,,641,561,25,11,58,15,3,-0.3806,52,14,30,5,19,18,-44,-1.2599999999999998,-9,-4,-2.0,-1.0,-9,5,0.0,,-390,-380,5,-8,-2,21,3,0.4778,-4,-7,-17,-3,4,-1,0,0,1,A,True,True,3,-1
15186858,2,K,Portugal,Uzbekistan,5,0,68777,2026-06-23T17:00:00,66,2.61,17,9,7.0,2.0,3,14,1.0,,624,561,14,6,50,16,2,0.092,55,14,36,5,22,10,34,0.24,7,2,0.0,0.0,2,15,1.0,,327,262,18,14,46,30,4,-1.5059,45,8,6,0,9,13,32,2.37,10,7,7.0,2.0,1,-1,0.0,,297,299,-4,-8,4,-14,-2,1.5979,10,6,30,5,13,-3,1,0,0,H,True,False,5,5
15186672,2,L,England,Ghana,0,0,63983,2026-06-23T20:00:00,79,1.36,19,3,2.0,,9,14,1.0,,633,586,14,1,33,6,0,0.0,56,7,33,7,14,7,21,0.17,2,1,1.0,,2,24,1.0,,172,127,22,8,28,39,3,0.3704,44,4,10,0,24,17,58,1.1900000000000002,17,2,1.0,,7,-10,0.0,,461,459,-8,-7,5,-33,-3,-0.3704,12,3,23,7,-10,-10,0,1,0,D,False,False,0,0
15186520,2,L,Panama,Croatia,0,1,43036,2026-06-23T23:00:00,42,0.55,8,1,1.0,0.0,7,19,1.0,,352,277,10,5,49,29,1,0.2143,48,11,19,6,25,5,58,1.65,6,2,3.0,1.0,2,12,1.0,,512,432,19,5,48,38,1,0.0383,52,11,15,5,19,7,-16,-1.0999999999999999,2,-1,-2.0,-1.0,5,7,0.0,,-160,-155,-9,0,1,-9,0,0.176,-4,0,4,1,6,-2,0,0,1,A,False,False,1,-1
