player_id,player_name,player_short_name,position,shirt_number,matches_played,total_minutes,substitute_appearances,starts,minutes_per_match,goals_per_90,expectedGoals_per_90,expectedAssists_per_90,totalShots_per_90,onTargetScoringAttempt_per_90,keyPass_per_90,bigChanceCreated_per_90,totalTackle_per_90,interceptionWon_per_90,ballRecovery_per_90,totalClearance_per_90,fouls_per_90,wasFouled_per_90,duelWon_per_90,aerialWon_per_90,saves_per_90,goalsPrevented_per_90,keeperSaveValue_per_90,weighted_rating
750,Cristiano Ronaldo,C. Ronaldo,F,7,5,441.0,0,5,88.2,0.6122448979591837,0.672530612244898,0.02822169591836735,3.6734693877551017,1.8367346938775508,0.20408163265306123,0.0,0.40816326530612246,0.20408163265306123,1.2244897959183674,0.40816326530612246,0.40816326530612246,1.0204081632653061,2.0408163265306123,0.6122448979591837,0.0,0.0,0.0,7.018367346938775
8959,Manuel Neuer,M. Neuer,G,1,4,390.0,0,4,97.5,0.0,0.0,0.0008283761538461538,0.0,0.0,0.0,0.0,0.0,0.0,9.923076923076923,0.6923076923076923,0.0,0.46153846153846156,0.46153846153846156,0.0,1.1538461538461537,-0.29598461538461535,0.26469230769230767,7.0
9370,Craig Gordon,C. Gordon,G,21,3,0.0,3,0,0.0,,,,,,,,,,,,,,,,,,,
12994,Lionel Messi,L. Messi,F,10,5,410.0,1,4,82.0,1.7560975609756098,1.0975170731707318,0.5351248536585366,6.365853658536585,3.731707317073171,3.5121951219512195,1.3170731707317074,1.3170731707317074,0.0,2.4146341463414633,0.21951219512195122,0.43902439024390244,2.8536585365853657,6.365853658536585,0.0,0.0,0.0,0.0,9.378048780487806
14990,Edin Džeko,E. Džeko,F,11,4,179.0,1,3,44.75,0.0,0.11478770949720671,0.09969224581005585,1.5083798882681565,0.0,0.5027932960893855,0.0,0.0,0.5027932960893855,1.5083798882681565,2.011173184357542,0.5027932960893855,1.005586592178771,3.016759776536313,2.011173184357542,0.0,0.0,0.0,6.571508379888268
15466,Luka Modrić,L. Modrić,M,10,4,319.0,0,4,79.75,0.0,0.005304075235109718,0.20032866959247647,0.28213166144200624,0.0,1.974921630094044,0.28213166144200624,1.974921630094044,0.5642633228840125,4.231974921630094,1.128526645768025,1.128526645768025,0.8463949843260189,3.103448275862069,0.0,0.0,0.0,0.0,7.117241379310345
15497,Guillermo Ochoa,G. Ochoa,G,13,5,12.0,5,0,2.4,0.0,0.0,0.002404575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
21927,Marko Arnautović,M. Arnautović,F,7,4,142.0,3,1,35.5,1.267605633802817,1.186288732394366,0.05129999366197182,1.9014084507042253,1.9014084507042253,1.267605633802817,0.0,1.267605633802817,0.0,1.267605633802817,0.0,1.9014084507042253,0.6338028169014085,2.535211267605634,0.6338028169014085,0.0,0.0,0.0,6.975352112676056
22209,Ørjan Nyland,Ø. Nyland,G,1,5,360.0,1,4,72.0,0.0,0.0,0.0033460800000000004,0.0,0.0,0.0,0.0,0.0,0.25,7.0,2.0,0.0,0.0,0.25,0.25,2.5,0.025900000000000006,0.49772500000000003,7.25
22596,Kristoffer Nordfeldt,K. Nordfeldt,G,23,4,180.0,2,2,45.0,0.0,0.0,0.0008010600000000001,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1.5,-0.7282499999999998,0.0033,5.95
28381,Fernando Muslera,F. Muslera,G,23,3,225.0,0,3,75.0,0.0,0.0,0.0005027,0.0,0.0,0.0,0.0,0.0,0.0,7.6000000000000005,0.8,0.0,0.0,0.0,0.0,1.6,-0.7564000000000001,0.16255999999999998,5.84
31857,Kosta Barbarouses,K. Barbarouses,F,17,3,0.0,3,0,0.0,,,,,,,,,,,,,,,,,,,
33596,David Ospina,D. Ospina,G,1,5,0.0,5,0,0.0,,,,,,,,,,,,,,,,,,,
34639,Yuto Nagatomo,Y. Nagatomo,D,5,4,15.0,4,0,3.75,0.0,0.0,0.03635088,0.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.9
35612,Axel Witsel,A. Witsel,M,6,5,1.0,5,0,0.2,0.0,0.0,0.0357606,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37224,Johny Placide,J. Placide,G,1,3,270.0,0,3,90.0,0.0,0.0,0.0018709133333333332,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666666,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,3.666666666666667,-0.2200333333333333,0.5175333333333333,6.8
37318,Ante Budimir,A. Budimir,F,11,4,156.0,2,2,39.0,0.5769230769230769,0.5567884615384616,0.003661003846153846,1.7307692307692308,0.5769230769230769,0.0,0.0,0.5769230769230769,0.0,2.3076923076923075,0.5769230769230769,3.4615384615384617,2.3076923076923075,8.076923076923077,4.615384615384615,0.0,0.0,0.0,6.605769230769231
38111,Tommy Smith,T. Smith,D,26,3,0.0,3,0,0.0,,,,,,,,,,,,,,,,,,,
38624,Michael Boxall,M. Boxall,D,5,3,206.0,1,2,68.66666666666667,0.0,0.0,0.01750387718446602,0.0,0.0,0.0,0.0,0.4368932038834951,0.8737864077669902,1.7475728155339805,6.5533980582524265,0.8737864077669902,0.8737864077669902,2.1844660194174756,0.8737864077669902,0.0,0.0,0.0,6.2805825242718445
38710,Ivan Perišić,I. Perišić,D,14,4,360.0,0,4,90.0,0.25,0.057875,0.071032925,0.5,0.5,1.25,0.25,2.0,1.0,3.0,3.5,1.0,0.25,4.0,1.75,0.0,0.0,0.0,6.95
39573,Mert Günok,M. Günok,G,1,3,0.0,3,0,0.0,,,,,,,,,,,,,,,,,,,
40244,Oliver Baumann,O. Baumann,G,12,4,0.0,4,0,0.0,,,,,,,,,,,,,,,,,,,
40859,Eloy Room,E. Room,G,1,3,270.0,0,3,90.0,0.0,0.0,0.00085461,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,1.3333333333333335,0.0,0.0,0.0,0.0,6.666666666666666,0.1220666666666667,0.8664333333333333,7.2
42694,Jordan Henderson,J. Henderson,M,14,5,12.0,5,0,2.4,0.0,0.0,0.028827975000000002,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,7.5,15.0,0.0,0.0,0.0,0.0,6.8
46387,Gaël Kakuta,G. Kakuta,M,11,4,0.0,4,0,0.0,,,,,,,,,,,,,,,,,,,
48480,Pascal Groß,P. Groß,M,13,4,17.0,4,0,4.25,0.0,0.08629411764705881,0.2687569411764706,5.294117647058823,0.0,5.294117647058823,0.0,10.588235294117647,0.0,5.294117647058823,0.0,5.294117647058823,0.0,10.588235294117647,0.0,0.0,0.0,0.0,6.4
50480,Chris Wood,C. Wood,F,9,3,270.0,0,3,90.0,0.0,0.09286666666666668,0.06393343333333333,1.6666666666666665,0.6666666666666667,2.3333333333333335,0.6666666666666667,0.33333333333333337,0.0,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.33333333333333337,4.666666666666667,4.0,0.0,0.0,0.0,6.533333333333333
52797,Ryan Mendes,R. Mendes,M,20,4,331.0,0,4,82.75,0.0,0.06903625377643505,0.027039121450151058,1.6314199395770395,0.0,0.8157099697885197,0.0,1.3595166163141994,1.0876132930513596,4.078549848942598,2.175226586102719,0.2719033232628399,0.5438066465256798,4.350453172205438,1.0876132930513596,0.0,0.0,0.0,6.745921450151058
59609,Stopira,Stopira,D,2,4,0.0,4,0,0.0,,,,,,,,,,,,,,,,,,,
66492,David Alaba,D. Alaba,D,8,4,278.0,0,4,69.5,0.0,0.012820143884892084,0.13220641942446043,0.6474820143884893,0.0,0.32374100719424465,0.32374100719424465,0.6474820143884893,1.2949640287769786,1.618705035971223,2.589928057553957,0.6474820143884893,0.0,1.9424460431654678,0.9712230215827339,0.0,0.0,0.0,7.042805755395684
67647,Andrej Kramarić,A. Kramarić,F,9,4,70.0,4,0,17.5,0.0,0.009385714285714285,0.013024954285714286,1.2857142857142856,0.0,0.0,0.0,1.2857142857142856,0.0,3.857142857142857,1.2857142857142856,0.0,0.0,1.2857142857142856,0.0,0.0,0.0,0.0,6.564285714285714
67769,Ricardo Rodríguez,R. Rodríguez,D,13,5,430.0,0,5,86.0,0.0,0.00313953488372093,0.2248689976744186,0.20930232558139533,0.0,0.8372093023255813,0.41860465116279066,1.8837209302325582,0.8372093023255813,4.395348837209302,2.7209302325581395,1.8837209302325582,0.20930232558139533,4.186046511627907,2.0930232558139537,0.0,0.0,0.0,7.020697674418605
70988,Thibaut Courtois,T. Courtois,G,1,5,480.0,0,5,96.0,0.0,0.0,0.003198028125,0.0,0.0,0.0,0.0,0.0,0.0,8.625,1.5,0.0,0.0,0.375,0.375,1.875,-0.22918125000000003,0.2839125,6.85625
70996,Kevin De Bruyne,K. De Bruyne,M,7,5,301.0,1,4,60.2,0.29900332225913623,0.3440631229235881,0.24888124584717608,5.382059800664452,1.196013289036545,2.990033222591362,0.0,0.5980066445182725,0.0,2.990033222591362,0.0,0.0,0.8970099667774086,4.485049833887043,0.8970099667774086,0.0,0.0,0.0,7.366445182724253
74545,Leandro Bacuna,L. Bacuna,M,10,3,270.0,0,3,90.0,0.0,0.12813333333333332,0.02469223666666667,2.0,0.33333333333333337,1.3333333333333335,0.0,2.0,0.0,3.666666666666667,2.666666666666667,1.0,1.0,5.333333333333334,1.3333333333333335,0.0,0.0,0.0,6.633333333333334
74915,Nicolás Otamendi,N. Otamendi,D,19,5,134.0,4,1,26.8,0.0,0.025723880597014925,0.006495259701492537,0.6716417910447761,0.0,0.0,0.0,2.014925373134328,2.6865671641791042,2.014925373134328,6.044776119402985,2.014925373134328,0.0,3.3582089552238803,1.3432835820895521,0.0,0.0,0.0,6.79179104477612
75756,Kenny McLean,K. McLean,M,23,3,124.0,2,1,41.333333333333336,0.0,0.014008064516129033,0.049806762096774204,0.7258064516129032,0.0,0.7258064516129032,0.0,2.1774193548387095,1.4516129032258065,2.1774193548387095,0.7258064516129032,0.7258064516129032,0.7258064516129032,2.903225806451613,0.0,0.0,0.0,0.0,6.39758064516129
78893,Romelu Lukaku,R. Lukaku,F,9,5,206.0,4,1,41.2,1.3106796116504855,0.44226699029126215,0.11335300339805825,2.621359223300971,1.3106796116504855,1.3106796116504855,0.0,0.0,0.0,1.3106796116504855,0.8737864077669902,0.4368932038834951,0.0,3.058252427184466,2.1844660194174756,0.0,0.0,0.0,6.781553398058253
83951,Alberto Quintero,A. Quintero,F,19,3,8.0,3,0,2.6666666666666665,0.0,0.0,0.0180653625,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,6.4
84854,Alex Sandro,A. Sandro,D,6,5,8.0,5,0,1.6,0.0,0.0,0.042770924999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,6.6
93953,Hassan Al Haydos,H. A. Haydos,F,10,3,66.0,2,1,22.0,1.3636363636363638,0.44549999999999995,0.030991090909090913,1.3636363636363638,1.3636363636363638,1.3636363636363638,0.0,0.0,0.0,1.3636363636363638,1.3636363636363638,1.3636363636363638,1.3636363636363638,2.7272727272727275,0.0,0.0,0.0,0.0,7.348484848484849
95791,Grant Hanley,G. Hanley,D,5,3,180.0,1,2,60.0,0.0,0.0,0.020196850000000002,0.0,0.0,0.0,0.0,0.5,0.5,2.0,4.0,0.5,0.0,2.5,2.0,0.0,0.0,0.0,7.3
96538,Lucas Digne,L. Digne,D,3,5,258.0,2,3,51.6,0.0,0.005372093023255814,0.06721897674418603,0.3488372093023256,0.3488372093023256,0.3488372093023256,0.0,1.3953488372093024,0.0,3.488372093023256,5.232558139534883,1.0465116279069768,0.3488372093023256,4.534883720930233,2.441860465116279,0.0,0.0,0.0,7.030232558139534
97409,Jürgen Locadia,J. Locadia,F,9,3,237.0,0,3,79.0,0.0,0.04169620253164556,0.018847936708860757,0.37974683544303794,0.0,0.7594936708860759,0.0,0.0,0.37974683544303794,0.7594936708860759,1.139240506329114,1.139240506329114,1.5189873417721518,3.7974683544303796,2.6582278481012658,0.0,0.0,0.0,6.442194092827005
99090,Dan Burn,D. Burn,D,15,5,15.0,5,0,3.0,0.0,0.0,9.9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,7.0
100389,Marten de Roon,M. de Roon,M,3,4,10.0,4,0,2.5,0.0,0.0,0.030170159999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
103045,Jordan Ayew,J. Ayew,F,9,4,304.0,0,4,76.0,0.0,0.0,0.044829692763157895,0.0,0.0,0.29605263157894735,0.0,0.888157894736842,0.29605263157894735,1.1842105263157894,0.29605263157894735,2.0723684210526314,2.0723684210526314,6.5131578947368425,2.9605263157894735,0.0,0.0,0.0,6.690131578947368
106337,Idrissa Gana Gueye,I. Gueye,M,5,4,364.0,0,4,91.0,0.0,0.03614835164835165,0.19023297032967035,1.2362637362637363,0.24725274725274726,1.2362637362637363,0.24725274725274726,1.4835164835164836,0.4945054945054945,3.708791208791209,0.4945054945054945,0.4945054945054945,0.4945054945054945,3.4615384615384617,1.2362637362637363,0.0,0.0,0.0,7.194505494505494
106456,Enner Valencia,E. Valencia,F,13,4,290.0,0,4,72.5,0.0,0.49372758620689655,0.018319487586206894,3.103448275862069,1.8620689655172413,0.0,0.0,0.6206896551724138,0.0,0.9310344827586207,0.0,1.2413793103448276,2.1724137931034484,4.0344827586206895,1.2413793103448276,0.0,0.0,0.0,6.53551724137931
107414,James Rodríguez,J. Rodríguez,F,10,5,317.0,0,5,63.4,0.0,0.08170977917981072,0.2465974305993691,1.7034700315457414,0.8517350157728707,3.1230283911671926,0.28391167192429023,1.135646687697161,0.28391167192429023,2.271293375394322,0.0,0.0,1.419558359621451,3.406940063091483,0.28391167192429023,0.0,0.0,0.0,7.12429022082019
108579,Harry Kane,H. Kane,F,9,5,443.0,0,5,88.6,1.2189616252821671,0.6953160270880361,0.20673036568848763,3.860045146726862,2.0316027088036117,0.8126410835214446,0.20316027088036115,0.4063205417607223,0.20316027088036115,2.0316027088036117,0.8126410835214446,1.4221218961625284,1.4221218961625284,3.2505643340857784,1.2189616252821671,0.0,0.0,0.0,7.663205417607224
109002,Vladimír Darida,V. Darida,M,8,3,55.0,2,1,18.333333333333332,0.0,0.23907272727272727,0.0028958563636363637,1.6363636363636362,0.0,0.0,0.0,1.6363636363636362,1.6363636363636362,8.181818181818182,3.2727272727272725,0.0,1.6363636363636362,6.545454545454545,0.0,0.0,0.0,0.0,6.9
111483,Michael Gregoritsch,M. Gregoritsch,F,11,4,190.0,2,2,47.5,0.0,0.05940000000000001,0.13108872315789474,0.47368421052631576,0.0,0.9473684210526315,0.47368421052631576,0.47368421052631576,0.0,1.4210526315789473,1.4210526315789473,0.47368421052631576,0.47368421052631576,4.2631578947368425,3.31578947368421,0.0,0.0,0.0,6.4605263157894735
111505,Son Heung-min,S. Heung-min,F,7,3,171.0,1,2,57.0,0.0,0.5504736842105263,0.052075,3.6842105263157894,0.5263157894736842,1.0526315789473684,0.0,0.5263157894736842,0.0,5.263157894736842,0.0,0.0,2.1052631578947367,4.2105263157894735,0.0,0.0,0.0,0.0,6.721052631578947
115516,Remo Freuler,R. Freuler,M,8,5,479.0,0,5,95.8,0.0,0.011085594989561586,0.13009080438413362,0.3757828810020876,0.1878914405010438,0.5636743215031316,0.0,1.3152400835073068,0.9394572025052192,3.3820459290187888,1.6910229645093944,1.3152400835073068,0.3757828810020876,2.6304801670146136,0.7515657620041752,0.0,0.0,0.0,6.84446764091858
115665,Cédric Bakambu,C. Bakambu,F,17,4,193.0,1,3,48.25,0.0,0.11284974093264248,0.09520458341968913,1.3989637305699483,0.0,0.46632124352331605,0.0,0.0,0.0,1.8652849740932642,0.46632124352331605,0.9326424870466321,0.46632124352331605,3.7305699481865284,2.33160621761658,0.0,0.0,0.0,6.484974093264248
117777,Granit Xhaka,G. Xhaka,M,10,5,480.0,0,5,96.0,0.1875,0.17619375,0.06270121875,1.125,0.1875,0.75,0.0,0.9375,0.75,6.9375,1.125,0.375,2.25,4.875,1.3125,0.0,0.0,0.0,7.60625
118085,Hans Vanaken,H. Vanaken,M,20,5,264.0,3,2,52.8,0.34090909090909094,0.13244318181818182,0.23234192045454544,1.7045454545454546,0.34090909090909094,2.7272727272727275,0.34090909090909094,1.0227272727272727,0.0,4.7727272727272725,0.0,0.0,2.0454545454545454,4.7727272727272725,1.0227272727272727,0.0,0.0,0.0,6.95189393939394
118179,Tim Ream,T. Ream,D,13,5,360.0,1,4,72.0,0.0,0.0,0.016224225000000002,0.0,0.0,0.25,0.0,0.25,1.5,4.25,3.5,0.0,0.5,2.0,1.0,0.0,0.0,0.0,6.85
118204,Jaroslav Zelený,J. Zelený,D,20,3,125.0,2,1,41.666666666666664,0.0,0.007416,0.063908064,0.72,0.0,0.0,0.0,0.0,0.0,5.76,3.6,0.0,1.44,3.6,0.72,0.0,0.0,0.0,6.716
122570,Mathew Leckie,M. Leckie,F,7,2,61.0,1,1,30.5,0.0,0.14178688524590163,0.001873106557377049,1.4754098360655739,0.0,0.0,0.0,0.0,0.0,2.9508196721311477,0.0,1.4754098360655739,1.4754098360655739,7.377049180327869,4.426229508196721,0.0,0.0,0.0,6.3
122810,Aïssa Mandi,A. Mandi,D,2,4,360.0,0,4,90.0,0.0,0.0,0.0112124575,0.0,0.0,0.75,0.0,1.25,1.0,3.75,3.5,0.0,1.25,3.75,1.25,0.0,0.0,0.0,6.65
122951,Casemiro,Casemiro,M,5,5,379.0,0,5,75.8,0.23746701846965698,0.15706068601583115,0.09076219788918208,0.9498680738786279,0.47493403693931396,0.9498680738786279,0.23746701846965698,3.324538258575198,1.424802110817942,4.274406332453825,3.0870712401055407,1.424802110817942,1.424802110817942,6.41160949868074,1.424802110817942,0.0,0.0,0.0,7.385488126649077
124712,Neymar,Neymar,F,10,3,37.0,3,0,12.333333333333334,2.4324324324324325,1.9843783783783784,0.20517835135135135,7.297297297297297,4.864864864864865,9.72972972972973,0.0,0.0,0.0,4.864864864864865,0.0,2.4324324324324325,2.4324324324324325,4.864864864864865,0.0,0.0,0.0,0.0,6.610810810810811
124992,Danilo,Danilo,D,13,5,405.0,1,4,81.0,0.0,0.015844444444444446,0.15345964666666667,0.2222222222222222,0.0,0.4444444444444444,0.4444444444444444,1.5555555555555554,1.5555555555555554,4.222222222222222,2.666666666666667,1.5555555555555554,0.2222222222222222,3.1111111111111107,1.1111111111111112,0.0,0.0,0.0,6.622222222222222
125787,Camilo Vargas,C. Vargas,G,12,5,480.0,0,5,96.0,0.0,0.0,0.0017160337499999997,0.0,0.0,0.1875,0.0,0.0,0.0,6.75,0.375,0.0,0.0,0.0,0.0,1.125,0.15555,0.1282875,6.84375
126071,Kalidou Koulibaly,K. Koulibaly,D,3,4,162.0,2,2,40.5,0.0,0.0,0.006477655555555556,0.0,0.0,0.0,0.0,2.7777777777777777,1.1111111111111112,5.0,3.333333333333333,0.0,0.0,3.333333333333333,0.5555555555555556,0.0,0.0,0.0,5.811111111111112
128383,Gerónimo Rulli,G. Rulli,G,12,5,0.0,5,0,0.0,,,,,,,,,,,,,,,,,,,
128587,Thomas Meunier,T. Meunier,D,15,5,190.0,3,2,38.0,0.0,0.04073684210526316,0.21766826842105264,0.9473684210526315,0.47368421052631576,1.4210526315789473,0.47368421052631576,1.4210526315789473,0.9473684210526315,2.8421052631578947,4.2631578947368425,4.2631578947368425,0.0,3.789473684210526,1.894736842105263,0.0,0.0,0.0,6.565263157894737
133908,Marcel Sabitzer,M. Sabitzer,M,9,4,360.0,0,4,90.0,0.25,0.0749,0.24844849999999996,1.25,0.5,1.5,0.5,1.25,1.5,3.5,1.25,0.5,0.75,2.5,0.0,0.0,0.0,0.0,6.875
134029,Mathew Ryan,M. Ryan,G,1,4,1.0,4,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135666,Leandro Trossard,L. Trossard,M,10,5,450.0,0,5,90.0,0.4,0.34974,0.43346080000000003,3.4,0.6000000000000001,3.4,0.6000000000000001,1.2000000000000002,1.0,6.0,0.6000000000000001,0.6000000000000001,1.4,4.800000000000001,0.2,0.0,0.0,0.0,7.728666666666667
135700,Hakan Çalhanoğlu,H. Çalhanoğlu,M,10,3,180.0,1,2,60.0,0.0,0.2064,0.345062,5.5,1.0,3.5,0.5,2.0,0.5,6.499999999999999,2.0,1.0,0.5,3.5,1.0,0.0,0.0,0.0,7.4
136710,Mateo Kovačić,M. Kovačić,M,8,4,271.0,1,3,67.75,0.0,0.10906273062730627,0.03381011070110701,1.6605166051660516,1.3284132841328413,0.33210332103321033,0.0,1.6605166051660516,0.6642066420664207,2.3247232472324724,0.0,0.9963099630996309,0.9963099630996309,2.988929889298893,0.0,0.0,0.0,0.0,6.844649446494464
138024,Vladimír Coufal,V. Coufal,M,5,3,270.0,0,3,90.0,0.0,0.006566666666666667,0.10909736666666665,0.33333333333333337,0.0,2.3333333333333335,0.6666666666666667,0.33333333333333337,0.6666666666666667,3.333333333333333,2.3333333333333335,1.3333333333333335,1.0,3.0,1.0,0.0,0.0,0.0,6.666666666666667
138126,Phillipp Mwene,P. Mwene,D,16,4,148.0,2,2,37.0,0.0,0.03004054054054054,0.1414141418918919,0.6081081081081081,0.0,1.2162162162162162,0.0,0.6081081081081081,1.8243243243243243,1.8243243243243243,2.4324324324324325,0.6081081081081081,0.6081081081081081,1.8243243243243243,0.6081081081081081,0.0,0.0,0.0,6.0797297297297295
138152,Kaan Ayhan,K. Ayhan,D,22,3,11.0,3,0,3.6666666666666665,8.181818181818182,4.882909090909091,0.0023670818181818183,8.181818181818182,8.181818181818182,0.0,0.0,0.0,0.0,8.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
138530,Jordan Pickford,J. Pickford,G,1,5,450.0,0,5,90.0,0.0,0.0,0.005175948,0.0,0.0,0.2,0.0,0.0,0.0,8.200000000000001,2.6,0.0,0.6000000000000001,0.8,0.4,1.8,-0.43084000000000006,0.17614000000000002,6.6
138833,Memphis Depay,M. Depay,F,10,4,51.0,4,0,12.75,0.0,0.0,0.22604678823529412,0.0,0.0,3.5294117647058822,0.0,0.0,0.0,5.294117647058823,0.0,1.7647058823529411,1.7647058823529411,1.7647058823529411,0.0,0.0,0.0,0.0,6.458823529411766
138892,João Cancelo,J. Cancelo,D,20,5,314.0,0,5,62.8,0.0,0.027802547770700636,0.11716079331210191,0.8598726114649681,0.0,0.8598726114649681,0.5732484076433121,2.006369426751592,1.4331210191082802,3.7261146496815285,3.4394904458598723,1.7197452229299361,0.5732484076433121,4.872611464968153,0.5732484076433121,0.0,0.0,0.0,6.810828025477707
141967,Munir El Kajoui,M. El Kajoui,G,12,5,0.0,5,0,0.0,,,,,,,,,,,,,,,,,,,
142148,Sead Kolašinac,S. Kolašinac,D,5,4,339.0,0,4,84.75,0.0,0.0,0.17524933008849558,0.0,0.0,0.7964601769911505,0.2654867256637168,2.1238938053097343,0.5309734513274336,3.185840707964602,4.2477876106194685,1.592920353982301,1.0619469026548671,4.2477876106194685,0.7964601769911505,0.0,0.0,0.0,6.616814159292035
142622,Antonio Rüdiger,A. Rüdiger,D,2,4,262.0,2,2,65.5,0.0,0.005633587786259543,0.04528244198473282,0.34351145038167935,0.0,0.0,0.0,0.6870229007633587,0.0,4.465648854961832,4.465648854961832,0.34351145038167935,0.0,3.435114503816794,2.748091603053435,0.0,0.0,0.0,6.909923664122138
143334,Victor Lindelöf,V. Lindelöf,D,3,4,357.0,0,4,89.25,0.0,0.08215966386554623,0.01876686806722689,0.5042016806722689,0.0,0.0,0.0,0.5042016806722689,1.0084033613445378,1.7647058823529411,3.2773109243697482,0.7563025210084033,0.0,1.7647058823529411,1.0084033613445378,0.0,0.0,0.0,6.271428571428571
144800,Luis Mejía,L. Mejía,G,1,3,0.0,3,0,0.0,,,,,,,,,,,,,,,,,,,
147138,Pico,Pico,D,4,4,390.0,0,4,97.5,0.0,0.05743846153846154,0.004397095384615385,0.46153846153846156,0.0,0.0,0.0,1.6153846153846152,1.6153846153846152,2.076923076923077,6.923076923076923,0.0,0.6923076923076923,4.384615384615385,2.076923076923077,0.0,0.0,0.0,7.230769230769231
147776,Alessandro Schöpf,A. Schöpf,M,26,4,0.0,4,0,0.0,,,,,,,,,,,,,,,,,,,
149479,Rani Khedira,R. Khedira,M,13,3,151.0,1,2,50.333333333333336,0.0,0.012814569536423839,0.0012835013245033112,0.5960264900662252,0.0,0.0,0.0,1.7880794701986755,1.1920529801324504,1.7880794701986755,0.0,1.7880794701986755,0.0,1.7880794701986755,0.0,0.0,0.0,0.0,6.114569536423841
149656,Yvon Mvogo,Y. Mvogo,G,12,5,0.0,5,0,0.0,,,,,,,,,,,,,,,,,,,
149663,Nathan Aké,N. Aké,D,5,4,170.0,2,2,42.5,0.0,0.0643764705882353,0.04587499058823529,0.5294117647058824,0.0,0.5294117647058824,0.0,0.5294117647058824,2.1176470588235294,2.6470588235294117,2.1176470588235294,1.0588235294117647,1.0588235294117647,2.1176470588235294,0.5294117647058824,0.0,0.0,0.0,6.6258823529411774
149734,Aymeric Laporte,A. Laporte,D,14,5,449.0,0,5,89.8,0.0,0.053518930957683744,0.05496652783964366,0.8017817371937639,0.20044543429844097,0.6013363028953229,0.20044543429844097,0.8017817371937639,2.0044543429844097,3.2071269487750556,4.008908685968819,0.6013363028953229,0.40089086859688194,4.008908685968819,2.8062360801781736,0.0,0.0,0.0,7.639643652561247
151440,Tomáš Holeš,T. Holeš,D,3,3,154.0,1,2,51.333333333333336,0.0,0.0,0.007279521428571429,0.0,0.0,0.0,0.0,2.337662337662338,2.337662337662338,3.5064935064935066,2.922077922077922,1.168831168831169,1.168831168831169,4.675324675324676,0.5844155844155845,0.0,0.0,0.0,6.441558441558442
151545,Virgil van Dijk,V. van Dijk,D,4,4,390.0,0,4,97.5,0.23076923076923078,0.022223076923076922,0.030459,0.46153846153846156,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.6923076923076923,2.076923076923077,6.923076923076923,0.46153846153846156,0.46153846153846156,3.923076923076923,3.0,0.0,0.0,0.0,7.415384615384616
152077,John Stones,J. Stones,D,5,5,121.0,4,1,24.2,0.0,0.0,0.005035619008264463,0.0,0.0,0.0,0.0,0.743801652892562,0.0,3.71900826446281,4.462809917355372,0.743801652892562,0.743801652892562,3.71900826446281,2.231404958677686,0.0,0.0,0.0,6.401652892561984
155736,Maxime Crépeau,M. Crépeau,G,16,5,450.0,0,5,90.0,0.0,0.0,0.001186156,0.0,0.0,0.0,0.0,0.2,0.0,7.4,1.0,0.2,0.2,0.6000000000000001,0.4,1.2000000000000002,-0.31378,0.10196000000000001,6.44
155882,Tim Payne,T. Payne,D,2,3,227.0,0,3,75.66666666666667,0.0,0.010823788546255507,0.04605422907488986,0.39647577092511016,0.0,0.39647577092511016,0.39647577092511016,1.5859030837004406,0.39647577092511016,3.5682819383259914,1.9823788546255507,0.7929515418502203,0.7929515418502203,3.1718061674008813,0.39647577092511016,0.0,0.0,0.0,6.052863436123348
155925,Paul Izzo,P. Izzo,G,12,4,0.0,4,0,0.0,,,,,,,,,,,,,,,,,,,
155961,Miloš Degenek,M. Degenek,D,2,4,0.0,4,0,0.0,,,,,,,,,,,,,,,,,,,
